Marital Status,Application Mode,Application Order,Course Name,Daytime/Evening Attendance,Previous Qualification,Nationality,Mother's Qualification,Father's Qualification,Mother's Occupation,Father's Occupation,Displaced Student,Special Educational Needs,Is Debtor,Tuition Fees Up-to-Date,"Gender (1=Male, 0=Female)",Scholarship Holder,Age at Enrollment,International Student,Credited Units (1st Sem),Enrolled Units (1st Sem),Evaluated Units (1st Sem),Approved Units (1st Sem),Average Grade (1st Sem),Not Evaluated Units (1st Sem),Credited Units (2nd Sem),Enrolled Units (2nd Sem),Evaluated Units (2nd Sem),Approved Units (2nd Sem),Average Grade (2nd Sem),Not Evaluated Units (2nd Sem),Unemployment Rate (%),Inflation Rate (%),GDP per Capita (USD),Student Status,Total_Approved_Units,Approval_Rate_1st_Sem,Approval_Rate_2nd_Sem,Grade_Improvement
Single,1st phase—general contingent,2,Management,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Unskilled Workers,Farmers/Ag Workers,No,No,No,Yes,Male,No,-0.6391059087721851,No,0,5,9,5,10.8,0,0,5,13,2,13.5,0,-1.0009723271182625,1.4,1.545606837207885,Enrolled,-0.35946768090508374,0.9999999998,0.39999999992,1.076319447742513
Single,Change in institution/course,1,Social Service (evening attendance),Evening,Secondary education,Portuguese,Secondary Education,Secondary Education,Administrative Staff,Administrative Staff,No,No,Yes,No,Male,No,0.6549853546551084,No,2,8,13,4,10.5,0,5,10,16,7,10.428571428571429,0,0.3130637486001926,0.5,0.7877903830865802,Dropout,0.311680249174718,0.4999999999375,0.69999999993,0.11736385471399655
Married,Over 23 years old,1,Agronomy,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Machine Operators,Skilled Industry Workers,No,No,No,Yes,Male,No,1.5793362571031753,No,0,6,10,6,15.0,0,0,6,11,5,12.5,0,0.8762220667652447,-0.3,0.347199421388147,Graduate,0.311680249174718,0.9999999998333333,0.8333333331944445,-0.722958056702745
Single,1st phase—general contingent,1,Journalism and Communication,Daytime,Secondary education,Portuguese,Secondary Education,Basic Education 3rd Cycle,Unskilled Workers,Unskilled Workers,No,No,Yes,Yes,Male,Yes,-0.6391059087721851,No,0,6,6,6,12.666666666666666,0,0,6,6,6,14.0,0,1.7397314879516577,0.3,-0.40621112311617363,Graduate,0.4794672316946684,0.9999999998333333,0.9999999998333333,0.6034324113177981
Single,Over 23 years old,1,Journalism and Communication,Daytime,Basic education 3rd cycle,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Student,Student,Yes,No,No,Yes,Male,No,1.0247257156343352,No,0,6,7,6,13.166666666666666,0,0,6,6,6,13.666666666666666,0,-1.4890428695279747,2.6,0.14012166938988344,Graduate,0.4794672316946684,0.9999999998333333,0.9999999998333333,0.3150866574002886
Single,1st phase—general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,Portuguese,General commerce course,Basic Edu 1st Cycle,Unskilled Workers,Unskilled Workers,Yes,No,No,Yes,Male,Yes,-0.4542357282825717,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,-0.2876384574425296,1.4,0.7657608350016585,Graduate,-1.533976558544737,0.0,0.0,0.14207920504978297
Married,1st phase—general contingent,2,Social Service (evening attendance),Evening,Secondary education,Portuguese,Administration & Commerce course,Secondary Education,Unskilled Workers,Armed Forces,Yes,No,No,Yes,Female,No,2.1339467985720155,No,0,6,6,6,13.0,0,0,6,6,6,12.5,0,-0.8132528877299118,-0.8,-1.3755112388527264,Graduate,0.4794672316946684,0.9999999998333333,0.9999999998333333,-0.030928247300722637
Single,Over 23 years old,1,Animation and Multimedia Design,Daytime,Basic education 3rd cycle,Mexican,Secondary Education,Basic Education 3rd Cycle,Scientific Specialists,Skilled Industry Workers,No,No,No,Yes,Male,Yes,0.4701151741654951,Yes,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1.476924272807967,2.8,-1.7896667428492534,Dropout,-1.533976558544737,0.0,0.0,0.14207920504978297
Single,Over 23 years old,1,Social Service,Daytime,Basic education 3rd cycle,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Unskilled Workers,No,Yes,Yes,Yes,Female,No,2.1339467985720155,No,0,6,13,2,10.0,0,0,6,10,1,15.0,0,1.7397314879516577,0.3,-0.40621112311617363,Dropout,-1.0306156109848854,0.33333333327777775,0.16666666663888888,1.8721537285548389
Single,Technological specialization diploma holders,1,Veterinary Nursing,Daytime,Technological specialization course,Spanish,Doctorate,Master’s Degree,Legislative/Executive Officers,Legislative/Executive Officers,No,No,No,Yes,Female,No,-0.4542357282825717,Yes,2,6,7,6,13.333333333333334,0,1,6,16,5,13.375,0,0.3130637486001926,0.5,0.7877903830865802,Graduate,0.311680249174718,0.9999999998333333,0.8333333331944445,0.15649649274565824
Married,Over 23 years old,1,Social Service (evening attendance),Evening,Other—11th year,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Legislative/Executive Officers,No,No,No,Yes,Female,No,2.1339467985720155,No,0,6,13,3,12.333333333333334,0,0,6,6,6,13.333333333333334,0,-0.17500679380951956,0.6,0.8891263042772198,Graduate,-0.02389371586518287,0.49999999991666666,0.9999999998333333,0.4880941097507942
Single,Change in institution/course,1,Biofuel Production Technologies,Daytime,Secondary education,Portuguese,General commerce course,Basic Edu 1st Cycle,Service/Sales/Security,Skilled Industry Workers,No,No,No,Yes,Female,No,0.6549853546551084,No,14,21,23,20,13.181818181818182,0,10,14,18,14,11.642857142857142,0,-1.0009723271182625,1.4,1.545606837207885,Graduate,4.170780847133578,0.9523809523356009,0.9999999999285715,-0.39042425218489024
Married,Over 23 years old,1,Nursing,Daytime,Secondary education,Portuguese,Higher Education Degree,Secondary Education,Service/Sales/Security,Service/Sales/Security,No,No,No,Yes,Female,Yes,2.1339467985720155,No,0,7,7,6,12.513333333333334,0,0,8,9,7,13.071428571428571,0,0.3130637486001926,0.5,0.7877903830865802,Graduate,0.6472542142146189,0.8571428570204082,0.874999999890625,0.33518847567339477
Single,3rd phase—general contingent,3,Basic Education,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 1st Cycle,Unskilled Workers,Service/Sales/Security,Yes,No,No,Yes,Female,No,-0.6391059087721851,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,-0.2876384574425296,1.4,0.7657608350016585,Dropout,-1.533976558544737,0.0,0.0,0.14207920504978297
Single,1st phase—general contingent,6,Nursing,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle,Unskilled Workers,Unskilled Workers,Yes,No,No,Yes,Female,Yes,-0.8239760892617984,No,0,8,8,7,13.585714285714284,0,0,8,8,7,13.585714285714284,0,0.4256954122332026,3.7,-0.7498720732409514,Graduate,0.8150411967345693,0.874999999890625,0.874999999890625,0.14207920504978297
Single,1st phase—general contingent,1,Oral Hygiene,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle,Administrative Staff,Unskilled Workers,Yes,No,No,Yes,Female,No,-0.8239760892617984,No,0,7,9,7,11.155555555555557,0,0,8,10,8,11.425,0,0.4256954122332026,3.7,-0.7498720732409514,Graduate,0.9828281792545197,0.9999999998571428,0.999999999875,0.23531099881644416
Single,Over 23 years old,1,Social Service (evening attendance),Evening,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 1st Cycle,Unskilled Workers,Skilled Industry Workers,No,No,No,Yes,Male,Yes,2.1339467985720155,No,1,7,9,6,11.857142857142858,0,1,6,7,5,12.0,0,0.8762220667652447,-0.3,0.347199421388147,Graduate,0.311680249174718,0.8571428570204082,0.8333333331944445,0.19150990572135584
Single,2nd phase—general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,Portuguese,General commerce course,Basic Edu 2nd Cycle,Unskilled Workers,Skilled Industry Workers,No,No,No,Yes,Male,Yes,0.10037481318626838,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,-0.8132528877299118,-0.8,-1.3755112388527264,Graduate,-1.533976558544737,0.0,0.0,0.14207920504978297
Single,Change in course,1,Communication Design,Daytime,Secondary education,Portuguese,General commerce course,Basic Edu 2nd Cycle,Unskilled Workers,Skilled Industry Workers,No,No,No,Yes,Male,No,0.6549853546551084,No,9,14,14,14,14.0,0,7,13,13,13,13.615384615384617,0,1.476924272807967,2.8,-1.7896667428492534,Graduate,2.996271969493925,0.9999999999285715,0.9999999999230769,0.008996549395548363
Single,Ordinance No. 854-B/99,2,Journalism and Communication,Daytime,Secondary education,Cape Verdean,General commerce course,Basic Edu 2nd Cycle,Technicians & Professionals,Service/Sales/Security,Yes,No,No,No,Female,No,-0.8239760892617984,Yes,0,6,8,5,12.0,0,0,6,0,0,0.0,0,-0.2876384574425296,1.4,0.7657608350016585,Dropout,-0.6950416459449846,0.8333333331944445,0.0,-4.010099651362352
Single,International student (bachelor),1,Nursing,Daytime,Secondary education,Cuban,Higher Education Degree,Bachelor’s Degree,Armed Forces Officers,Administrative Staff,Yes,No,No,Yes,Female,No,-0.8239760892617984,Yes,0,7,15,4,11.575,0,0,7,10,5,12.419999999999998,0,0.3130637486001926,0.5,0.7877903830865802,Enrolled,-0.02389371586518287,0.5714285713469388,0.7142857141836735,0.4344617995221371
Single,2nd phase—general contingent,4,Nursing,Daytime,Secondary education,Portuguese,Higher Education Degree,Higher Education Degree,Scientific Specialists,Scientific Specialists,Yes,No,No,Yes,Female,No,-0.6391059087721851,No,0,7,8,7,13.198571428571428,0,0,8,8,8,13.0625,0,-0.17500679380951956,0.6,0.8891263042772198,Graduate,0.9828281792545197,0.9999999998571428,0.999999999875,0.09499646266010972
Single,Ordinance No. 854-B/99,2,Veterinary Nursing,Daytime,Secondary education,Cape Verdean,General commerce course,Secondary Education,Administrative Staff,Unskilled Workers,No,No,No,Yes,Female,No,-0.8239760892617984,Yes,0,6,10,6,13.5,0,0,6,12,6,12.0,0,0.3130637486001926,0.5,0.7877903830865802,Graduate,0.4794672316946684,0.9999999998333333,0.9999999998333333,-0.37694315200173384
Single,1st phase—general contingent,1,Advertising and Marketing Management,Daytime,Secondary education,Portuguese,Secondary Education,Higher Education Degree,Administrative Staff,Technicians & Professionals,Yes,No,No,Yes,Female,No,-0.6391059087721851,No,0,6,6,6,13.333333333333334,0,0,6,8,5,12.8,0,-1.0009723271182625,1.4,1.545606837207885,Dropout,0.311680249174718,0.9999999998333333,0.8333333331944445,-0.04246207745742297
Single,2nd phase—general contingent,4,Informatics Engineering,Daytime,Secondary education,Romanian,Secondary Education,Secondary Education,Other Admin Support,Construction Workers,Yes,No,No,Yes,Male,No,-0.4542357282825717,Yes,0,5,10,4,14.25,0,0,5,14,1,10.0,0,-1.0009723271182625,1.4,1.545606837207885,Enrolled,-0.6950416459449846,0.79999999984,0.19999999996,-1.3284841399295146
Single,2nd phase—general contingent,1,Communication Design,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Legislative/Executive Officers,Service/Sales/Security,No,No,No,Yes,Female,Yes,-0.08449536730334498,No,0,6,7,6,12.166666666666666,0,0,6,9,4,12.0,0,-0.8132528877299118,-0.8,-1.3755112388527264,Graduate,0.14389326665476757,0.9999999998333333,0.6666666665555555,0.08441005426628131
Single,1st phase—general contingent,3,Nursing,Daytime,Secondary education,Portuguese,General commerce course,Secondary Education,Unskilled Workers,Service/Sales/Security,Yes,No,No,Yes,Female,Yes,-0.8239760892617984,No,0,8,8,7,12.214285714285714,0,0,8,8,7,12.214285714285714,0,0.4256954122332026,3.7,-0.7498720732409514,Graduate,0.8150411967345693,0.874999999890625,0.874999999890625,0.14207920504978297
Single,2nd phase—general contingent,1,Tourism,Daytime,Secondary education,Portuguese,General commerce course,Tech Specialization Course,Service/Sales/Security,Administrative Staff,No,No,No,Yes,Female,Yes,-0.8239760892617984,No,0,6,8,6,12.666666666666666,0,0,6,6,6,13.0,0,0.8762220667652447,-0.3,0.347199421388147,Graduate,0.4794672316946684,0.9999999998333333,0.9999999998333333,0.2574175066167869
Single,1st phase—general contingent,3,Journalism and Communication,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 2nd Cycle,Service/Sales/Security,Service/Sales/Security,Yes,No,No,Yes,Female,Yes,-0.8239760892617984,No,0,6,7,6,12.285714285714286,0,0,6,6,6,13.5,0,-1.0009723271182625,1.4,1.545606837207885,Graduate,0.4794672316946684,0.9999999998333333,0.9999999998333333,0.5622401607581535
Single,1st phase—general contingent,6,Tourism,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 1st Cycle,Service/Sales/Security,Skilled Industry Workers,Yes,No,No,Yes,Female,Yes,-0.8239760892617984,No,0,6,7,6,13.0,0,0,6,6,6,13.0,0,0.3130637486001926,0.5,0.7877903830865802,Graduate,0.4794672316946684,0.9999999998333333,0.9999999998333333,0.14207920504978297
Single,1st phase—general contingent,2,Tourism,Daytime,Secondary education,Portuguese,Master’s Degree,Higher Education Degree,Skilled Industry Workers,Administrative Staff,Yes,No,No,Yes,Female,No,-0.8239760892617984,No,0,6,8,6,12.142857142857142,0,0,6,6,6,11.166666666666666,0,-1.0009723271182625,1.4,1.545606837207885,Graduate,0.4794672316946684,0.9999999998333333,0.9999999998333333,-0.19569724953929943
Single,2nd phase—general contingent,6,Nursing,Daytime,Secondary education,Portuguese,Secondary Education,Basic Education 3rd Cycle,Skilled Industry Workers,Skilled Industry Workers,Yes,No,No,Yes,Female,Yes,-0.6391059087721851,No,0,7,8,7,13.875714285714285,0,0,8,9,7,13.085714285714284,0,-0.17500679380951956,0.6,0.8891263042772198,Graduate,0.8150411967345693,0.9999999998571428,0.874999999890625,-0.1312725696640162
Single,2nd phase—general contingent,1,Basic Education,Daytime,Secondary education,Portuguese,General commerce course,Secondary Education,Service/Sales/Security,Service/Sales/Security,No,No,No,Yes,Female,No,-0.4542357282825717,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,1.476924272807967,2.8,-1.7896667428492534,Dropout,-1.533976558544737,0.0,0.0,0.14207920504978297
Single,2nd phase—general contingent,4,Social Service,Daytime,Secondary education,Portuguese,Secondary Education,Basic Education 3rd Cycle,Unskilled Workers,Service/Sales/Security,Yes,No,No,Yes,Female,Yes,-0.6391059087721851,No,0,6,12,6,11.666666666666666,0,0,6,7,0,0.0,0,1.476924272807967,2.8,-1.7896667428492534,Dropout,-0.5272546634250341,0.9999999998333333,0.0,-3.894761349795348
Single,1st phase—general contingent,2,Veterinary Nursing,Daytime,Secondary education,Portuguese,Higher Education Degree,Secondary Education,Administrative Staff,Skilled Industry Workers,Yes,No,No,Yes,Female,No,-0.8239760892617984,No,0,6,13,6,13.153846153846152,0,0,6,12,3,11.0,0,1.476924272807967,2.8,-1.7896667428492534,Graduate,-0.02389371586518287,0.9999999998333333,0.49999999991666666,-0.6031836666139327
Single,1st phase—general contingent,4,Communication Design,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Unskilled Workers,Skilled Industry Workers,Yes,No,No,Yes,Female,Yes,-0.8239760892617984,No,0,6,6,6,14.5,0,0,6,6,6,12.833333333333334,0,0.3130637486001926,0.5,0.7877903830865802,Dropout,0.4794672316946684,0.9999999998333333,0.9999999998333333,-0.43461230278523555
Single,2nd phase—general contingent,6,Nursing,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle,Skilled Industry Workers,Skilled Industry Workers,Yes,No,No,Yes,Female,Yes,-0.8239760892617984,No,0,7,7,7,14.44142857142857,0,0,8,8,8,13.65625,0,-0.17500679380951956,0.6,0.8891263042772198,Graduate,0.9828281792545197,0.9999999998571428,0.999999999875,-0.12960428351634995
Single,2nd phase—general contingent,2,Journalism and Communication,Daytime,Secondary education,Portuguese,Higher Education Degree,Basic Edu 2nd Cycle,Scientific Specialists,Farmers/Ag Workers,Yes,No,No,Yes,Female,No,-0.8239760892617984,No,0,6,6,6,15.166666666666666,0,0,6,7,6,14.285714285714286,0,0.3130637486001926,0.5,0.7877903830865802,Graduate,0.4794672316946684,0.9999999998333333,0.9999999998333333,-0.1627434490915836
Single,2nd phase—general contingent,1,Management,Daytime,Secondary education,Portuguese,General commerce course,Basic Edu 2nd Cycle,Administrative Staff,Machine Operators,No,No,No,Yes,Female,Yes,-0.8239760892617984,No,0,5,5,5,11.6,0,0,5,12,4,12.625,0,-0.2876384574425296,1.4,0.7657608350016585,Graduate,-0.02389371586518287,0.9999999998,0.79999999984,0.4967444823683196
Single,2nd phase—general contingent,1,Journalism and Communication,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Administrative Staff,Skilled Industry Workers,Yes,No,Yes,Yes,Female,No,-0.8239760892617984,No,0,6,6,6,11.666666666666666,0,0,6,6,6,12.333333333333334,0,1.7397314879516577,0.3,-0.40621112311617363,Graduate,0.4794672316946684,0.9999999998333333,0.9999999998333333,0.3727558081837909
Single,Technological specialization diploma holders,1,Agronomy,Daytime,Technological specialization course,Portuguese,Administration & Commerce course,Basic Edu 2nd Cycle,Unskilled Workers,Farmers/Ag Workers,No,No,No,Yes,Female,Yes,-0.4542357282825717,No,0,6,8,6,12.625,0,0,6,10,6,13.2,0,1.7397314879516577,0.3,-0.40621112311617363,Graduate,0.4794672316946684,0.9999999998333333,0.9999999998333333,0.34103777525286416
Single,1st phase—special contingent (Madeira Island),2,Social Service,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 1st Cycle,Technicians & Professionals,Service/Sales/Security,Yes,No,No,Yes,Female,Yes,-0.6391059087721851,No,0,6,14,3,12.666666666666666,0,0,6,7,6,11.0,0,-0.8132528877299118,-0.8,-1.3755112388527264,Graduate,-0.02389371586518287,0.49999999991666666,0.9999999998333333,-0.43461230278523555
Single,2nd phase—general contingent,1,Equiniculture,Daytime,Secondary education,Portuguese,Bachelor’s Degree,Basic Education 3rd Cycle,Scientific Specialists,Farmers/Ag Workers,Yes,No,No,Yes,Female,Yes,-0.8239760892617984,No,0,6,7,6,12.833333333333334,1,0,6,8,6,13.0,0,-1.0009723271182625,1.4,1.545606837207885,Enrolled,0.4794672316946684,0.9999999998333333,0.9999999998333333,0.19974835583328465
Single,1st phase—general contingent,1,Social Service,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 2nd Cycle,Machine Operators,Skilled Industry Workers,Yes,No,No,Yes,Female,Yes,-0.6391059087721851,No,0,6,7,6,11.857142857142858,0,0,6,8,6,13.142857142857142,0,0.3130637486001926,0.5,0.7877903830865802,Graduate,0.4794672316946684,0.9999999998333333,0.9999999998333333,0.58695551109394
Single,2nd phase—general contingent,2,Basic Education,Daytime,Secondary education,Portuguese,Higher Education Degree,Secondary Education,Legislative/Executive Officers,Service/Sales/Security,Yes,No,No,Yes,Female,No,-0.6391059087721851,No,0,6,8,5,11.4,1,0,6,7,4,10.75,0,0.4256954122332026,3.7,-0.7498720732409514,Enrolled,-0.02389371586518287,0.8333333331944445,0.6666666665555555,-0.08283048300587445
Single,Change in course,1,Equiniculture,Daytime,Secondary education,Brazilian,Higher Education Degree,Master’s Degree,Technicians & Professionals,Scientific Specialists,No,No,No,Yes,Female,No,-0.6391059087721851,Yes,0,5,10,5,14.857142857142858,2,0,5,7,5,15.142857142857142,0,-0.8132528877299118,-0.8,-1.3755112388527264,Enrolled,0.14389326665476757,0.9999999998,0.9999999998,0.2409406063929287
Single,1st phase—general contingent,1,Advertising and Marketing Management,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle,Skilled Industry Workers,Skilled Industry Workers,No,No,No,Yes,Female,No,-0.6391059087721851,No,0,6,7,6,14.714285714285714,0,0,6,6,6,15.833333333333334,0,0.3130637486001926,0.5,0.7877903830865802,Graduate,0.4794672316946684,0.9999999998333333,0.9999999998333333,0.5292863603104389
Single,International student (bachelor),1,Advertising and Marketing Management,Daytime,Secondary education,Santomean,Basic Edu 1st Cycle,Secondary Education,Scientific Specialists,Skilled Industry Workers,No,Yes,Yes,Yes,Female,No,-0.4542357282825717,Yes,0,6,6,6,13.5,0,0,6,9,5,13.0,0,-1.0009723271182625,1.4,1.545606837207885,Graduate,0.311680249174718,0.9999999998333333,0.8333333331944445,-0.030928247300722637
